
$NEW TRACK
HR	 MIN	 SEC	 MSEC	 X(px)	 Y(px)
15	 29	 16	 0873	0389	 0182
15	 29	 16	 0922	0389	 0182
15	 29	 16	 0979	0386	 0181
15	 29	 17	 0034	0385	 0181
15	 29	 17	 0086	0383	 0181
15	 29	 17	 0156	0381	 0181
15	 29	 17	 0211	0378	 0182
15	 29	 17	 0266	0377	 0182
15	 29	 17	 0332	0374	 0182
15	 29	 17	 0408	0372	 0182
15	 29	 17	 0464	0370	 0182
15	 29	 17	 0534	0368	 0182
15	 29	 17	 0576	0366	 0182
15	 29	 17	 0642	0365	 0182
15	 29	 17	 0705	0363	 0183
15	 29	 17	 0760	0360	 0184
15	 29	 17	 0830	0357	 0185
15	 29	 17	 0893	0355	 0186
15	 29	 17	 0969	0353	 0187
15	 29	 18	 0026	0352	 0187
15	 29	 18	 0098	0350	 0188
15	 29	 18	 0173	0348	 0189
15	 29	 18	 0234	0345	 0191
15	 29	 18	 0289	0343	 0192
15	 29	 18	 0342	0341	 0194
15	 29	 18	 0410	0340	 0195
15	 29	 18	 0484	0337	 0197
15	 29	 18	 0540	0336	 0198
15	 29	 18	 0591	0335	 0199
15	 29	 18	 0657	0333	 0200
15	 29	 18	 0703	0332	 0201
15	 29	 18	 0769	0330	 0203
15	 29	 18	 0844	0329	 0204
15	 29	 18	 0902	0327	 0207
15	 29	 18	 0969	0325	 0210
15	 29	 19	 0023	0324	 0212
15	 29	 19	 0078	0322	 0213
15	 29	 19	 0133	0322	 0214
15	 29	 19	 0202	0320	 0216
15	 29	 19	 0268	0319	 0218
15	 29	 19	 0313	0318	 0220
15	 29	 19	 0376	0317	 0222
15	 29	 19	 0435	0316	 0224
15	 29	 19	 0501	0315	 0227
15	 29	 19	 0565	0314	 0229
15	 29	 19	 0618	0313	 0232
15	 29	 19	 0673	0312	 0234
15	 29	 19	 0733	0311	 0235
15	 29	 19	 0788	0311	 0238
15	 29	 19	 0843	0310	 0240
15	 29	 19	 0901	0310	 0241
15	 29	 19	 0969	0309	 0244
15	 29	 20	 0023	0309	 0247
15	 29	 20	 0087	0308	 0250
15	 29	 20	 0142	0308	 0252
15	 29	 20	 0205	0308	 0253
15	 29	 20	 0281	0307	 0257
15	 29	 20	 0326	0307	 0258
15	 29	 20	 0409	0307	 0261
15	 29	 20	 0462	0307	 0264
15	 29	 20	 0516	0307	 0266
15	 29	 20	 0592	0308	 0268
15	 29	 20	 0653	0308	 0270
15	 29	 20	 0717	0308	 0271
15	 29	 20	 0798	0309	 0275
15	 29	 20	 0862	0310	 0277
15	 29	 20	 0938	0310	 0280
15	 29	 20	 0982	0311	 0282
15	 29	 21	 0050	0312	 0284
15	 29	 21	 0125	0312	 0286
15	 29	 21	 0194	0313	 0289
15	 29	 21	 0248	0314	 0290
15	 29	 21	 0316	0315	 0291
15	 29	 21	 0391	0317	 0294
15	 29	 21	 0472	0318	 0296
15	 29	 21	 0533	0320	 0298
15	 29	 21	 0596	0321	 0300
15	 29	 21	 0672	0322	 0302
15	 29	 21	 0727	0324	 0303
15	 29	 21	 0781	0326	 0304
15	 29	 21	 0838	0327	 0304
15	 29	 21	 0883	0328	 0307
15	 29	 21	 0939	0330	 0307
15	 29	 21	 0992	0332	 0310
15	 29	 22	 0046	0333	 0311
15	 29	 22	 0101	0334	 0312
15	 29	 22	 0175	0336	 0313
15	 29	 22	 0251	0340	 0315
15	 29	 22	 0311	0341	 0315
15	 29	 22	 0378	0343	 0316
15	 29	 22	 0420	0345	 0317
15	 29	 22	 0487	0348	 0318
15	 29	 22	 0563	0350	 0319
15	 29	 22	 0626	0353	 0320
15	 29	 22	 0703	0356	 0321
15	 29	 22	 0758	0358	 0322
15	 29	 22	 0811	0361	 0322
15	 29	 22	 0877	0362	 0322
$$END TRACK
$NEW TRACK
HR	 MIN	 SEC	 MSEC	 X(px)	 Y(px)
15	 29	 12	 0689	0395	 0327
15	 29	 12	 0765	0398	 0327
15	 29	 12	 0821	0400	 0327
15	 29	 12	 0891	0401	 0327
15	 29	 12	 0955	0403	 0327
15	 29	 13	 0031	0404	 0327
15	 29	 13	 0086	0405	 0326
15	 29	 13	 0141	0407	 0326
15	 29	 13	 0199	0407	 0326
15	 29	 13	 0265	0408	 0325
15	 29	 13	 0319	0410	 0324
15	 29	 13	 0373	0413	 0324
15	 29	 13	 0439	0413	 0324
15	 29	 13	 0515	0415	 0323
15	 29	 13	 0570	0417	 0323
15	 29	 13	 0634	0418	 0322
15	 29	 13	 0686	0419	 0321
15	 29	 13	 0751	0420	 0320
15	 29	 13	 0831	0421	 0320
15	 29	 13	 0900	0422	 0319
15	 29	 13	 0953	0424	 0318
15	 29	 14	 0033	0426	 0317
15	 29	 14	 0093	0427	 0317
15	 29	 14	 0139	0428	 0316
15	 29	 14	 0206	0429	 0315
15	 29	 14	 0280	0430	 0314
15	 29	 14	 0336	0431	 0313
15	 29	 14	 0391	0431	 0312
15	 29	 14	 0456	0433	 0311
15	 29	 14	 0532	0434	 0310
15	 29	 14	 0587	0436	 0309
15	 29	 14	 0641	0437	 0308
15	 29	 14	 0697	0437	 0308
15	 29	 14	 0750	0438	 0306
15	 29	 14	 0829	0439	 0305
15	 29	 14	 0883	0440	 0304
15	 29	 14	 0939	0441	 0302
15	 29	 15	 0015	0441	 0301
15	 29	 15	 0070	0442	 0299
15	 29	 15	 0133	0444	 0298
15	 29	 15	 0197	0444	 0297
15	 29	 15	 0268	0446	 0296
15	 29	 15	 0424	0447	 0292
15	 29	 15	 0546	0448	 0289
15	 29	 15	 0611	0448	 0289
15	 29	 15	 0719	0450	 0285
15	 29	 15	 0791	0431	 0198
15	 29	 15	 0860	0430	 0196
15	 29	 15	 0927	0428	 0195
15	 29	 16	 0055	0424	 0193
15	 29	 16	 0128	0422	 0192
15	 29	 16	 0204	0421	 0190
15	 29	 16	 0249	0419	 0189
15	 29	 16	 0313	0417	 0188
15	 29	 16	 0391	0416	 0186
15	 29	 16	 0469	0415	 0185
15	 29	 16	 0525	0413	 0184
15	 29	 16	 0595	0411	 0184
15	 29	 16	 0647	0409	 0183
15	 29	 16	 0711	0406	 0183
15	 29	 16	 0764	0406	 0182
15	 29	 16	 0830	0404	 0181
15	 29	 16	 0873	0402	 0180
15	 29	 16	 0979	0400	 0179
15	 29	 17	 0034	0399	 0179
15	 29	 17	 0086	0397	 0179
15	 29	 17	 0156	0395	 0178
15	 29	 17	 0211	0393	 0178
15	 29	 17	 0266	0392	 0178
15	 29	 17	 0332	0390	 0177
15	 29	 17	 0408	0388	 0177
15	 29	 17	 0464	0386	 0177
15	 29	 17	 0534	0385	 0176
15	 29	 17	 0576	0383	 0176
15	 29	 17	 0642	0382	 0176
15	 29	 17	 0705	0380	 0176
15	 29	 17	 0760	0377	 0177
15	 29	 17	 0830	0375	 0177
15	 29	 17	 0893	0373	 0177
15	 29	 17	 0969	0371	 0177
15	 29	 18	 0026	0370	 0177
15	 29	 18	 0098	0368	 0177
15	 29	 18	 0173	0366	 0178
15	 29	 18	 0234	0365	 0178
15	 29	 18	 0289	0362	 0179
15	 29	 18	 0342	0360	 0180
15	 29	 18	 0410	0359	 0181
15	 29	 18	 0484	0357	 0182
15	 29	 18	 0540	0355	 0182
15	 29	 18	 0591	0354	 0182
15	 29	 18	 0657	0352	 0183
15	 29	 18	 0703	0351	 0183
15	 29	 18	 0769	0349	 0184
15	 29	 18	 0844	0347	 0185
15	 29	 18	 0902	0346	 0186
15	 29	 18	 0969	0343	 0188
15	 29	 19	 0023	0342	 0189
15	 29	 19	 0078	0340	 0190
15	 29	 19	 0133	0339	 0190
15	 29	 19	 0202	0338	 0191
15	 29	 19	 0268	0336	 0192
15	 29	 19	 0313	0335	 0193
15	 29	 19	 0376	0334	 0195
15	 29	 19	 0435	0332	 0196
15	 29	 19	 0501	0330	 0198
15	 29	 19	 0565	0329	 0200
15	 29	 19	 0618	0327	 0201
15	 29	 19	 0673	0325	 0202
15	 29	 19	 0733	0324	 0203
15	 29	 19	 0788	0323	 0204
15	 29	 19	 0843	0322	 0206
15	 29	 19	 0901	0321	 0207
15	 29	 19	 0969	0320	 0209
15	 29	 20	 0023	0318	 0211
15	 29	 20	 0087	0317	 0213
15	 29	 20	 0142	0315	 0216
15	 29	 20	 0205	0315	 0217
15	 29	 20	 0281	0313	 0219
15	 29	 20	 0326	0312	 0220
15	 29	 20	 0409	0311	 0222
15	 29	 20	 0462	0310	 0224
15	 29	 20	 0516	0309	 0226
15	 29	 20	 0592	0308	 0229
15	 29	 20	 0653	0307	 0231
15	 29	 20	 0717	0307	 0232
15	 29	 20	 0798	0306	 0236
15	 29	 20	 0862	0305	 0237
15	 29	 20	 0938	0304	 0240
15	 29	 20	 0982	0304	 0242
15	 29	 21	 0050	0303	 0244
15	 29	 21	 0125	0303	 0247
15	 29	 21	 0194	0302	 0249
15	 29	 21	 0248	0302	 0252
15	 29	 21	 0316	0302	 0252
15	 29	 21	 0391	0302	 0256
15	 29	 21	 0472	0301	 0258
15	 29	 21	 0533	0301	 0260
15	 29	 21	 0596	0301	 0262
15	 29	 21	 0672	0301	 0265
15	 29	 21	 0727	0302	 0267
15	 29	 21	 0781	0302	 0269
15	 29	 21	 0838	0302	 0269
15	 29	 21	 0883	0302	 0272
15	 29	 21	 0939	0303	 0273
15	 29	 21	 0992	0302	 0275
15	 29	 22	 0046	0303	 0277
15	 29	 22	 0101	0303	 0279
15	 29	 22	 0175	0303	 0280
15	 29	 22	 0251	0304	 0283
15	 29	 22	 0311	0305	 0284
15	 29	 22	 0378	0305	 0286
15	 29	 22	 0420	0306	 0288
15	 29	 22	 0487	0307	 0290
15	 29	 22	 0563	0308	 0292
15	 29	 22	 0626	0309	 0294
15	 29	 22	 0703	0310	 0295
15	 29	 22	 0758	0311	 0298
15	 29	 22	 0811	0312	 0299
15	 29	 22	 0877	0313	 0300
$$END TRACK
$NEW TRACK
HR	 MIN	 SEC	 MSEC	 X(px)	 Y(px)
15	 29	 12	 0689	0315	 0308
15	 29	 12	 0765	0317	 0310
15	 29	 12	 0821	0318	 0312
15	 29	 12	 0891	0319	 0313
15	 29	 12	 0955	0320	 0314
15	 29	 13	 0031	0320	 0314
15	 29	 13	 0086	0321	 0315
15	 29	 13	 0141	0321	 0316
15	 29	 13	 0199	0322	 0316
15	 29	 13	 0265	0323	 0316
15	 29	 13	 0319	0324	 0317
15	 29	 13	 0373	0326	 0319
15	 29	 13	 0439	0326	 0319
15	 29	 13	 0515	0328	 0321
15	 29	 13	 0570	0328	 0322
15	 29	 13	 0634	0329	 0322
15	 29	 13	 0686	0330	 0323
15	 29	 13	 0751	0332	 0323
15	 29	 13	 0831	0332	 0324
15	 29	 13	 0900	0333	 0325
15	 29	 13	 0953	0334	 0326
15	 29	 14	 0033	0336	 0327
15	 29	 14	 0093	0336	 0328
15	 29	 14	 0139	0337	 0328
15	 29	 14	 0206	0338	 0328
15	 29	 14	 0280	0340	 0329
15	 29	 14	 0336	0341	 0329
15	 29	 14	 0391	0341	 0330
15	 29	 14	 0456	0342	 0330
15	 29	 14	 0532	0344	 0331
15	 29	 14	 0587	0345	 0332
15	 29	 14	 0641	0347	 0333
15	 29	 14	 0697	0347	 0333
15	 29	 14	 0750	0348	 0333
15	 29	 14	 0829	0349	 0334
15	 29	 14	 0883	0350	 0334
15	 29	 14	 0939	0351	 0334
15	 29	 15	 0015	0352	 0335
15	 29	 15	 0070	0354	 0335
15	 29	 15	 0133	0355	 0336
15	 29	 15	 0197	0356	 0336
15	 29	 15	 0268	0357	 0336
15	 29	 15	 0344	0359	 0337
15	 29	 15	 0424	0360	 0337
15	 29	 15	 0502	0361	 0337
15	 29	 15	 0546	0362	 0337
15	 29	 15	 0611	0363	 0337
15	 29	 15	 0653	0365	 0337
15	 29	 15	 0719	0366	 0338
15	 29	 15	 0791	0367	 0339
15	 29	 15	 0860	0369	 0339
15	 29	 15	 0927	0370	 0339
15	 29	 16	 0002	0371	 0339
15	 29	 16	 0055	0372	 0338
15	 29	 16	 0128	0373	 0338
15	 29	 16	 0204	0375	 0338
15	 29	 16	 0313	0378	 0339
15	 29	 16	 0391	0379	 0340
15	 29	 16	 0469	0380	 0340
15	 29	 16	 0525	0381	 0340
15	 29	 16	 0595	0382	 0339
15	 29	 16	 0647	0383	 0339
15	 29	 16	 0711	0384	 0339
15	 29	 16	 0764	0385	 0339
15	 29	 16	 0830	0387	 0339
15	 29	 16	 0873	0388	 0339
15	 29	 16	 0922	0389	 0339
15	 29	 16	 0979	0390	 0340
15	 29	 17	 0034	0391	 0339
15	 29	 17	 0086	0392	 0339
15	 29	 17	 0156	0393	 0338
15	 29	 17	 0211	0394	 0338
15	 29	 17	 0266	0395	 0338
15	 29	 17	 0332	0396	 0338
15	 29	 17	 0408	0398	 0338
15	 29	 17	 0464	0399	 0338
15	 29	 17	 0534	0400	 0338
15	 29	 17	 0576	0401	 0338
15	 29	 17	 0642	0402	 0337
15	 29	 17	 0705	0403	 0337
15	 29	 17	 0760	0404	 0336
15	 29	 17	 0830	0404	 0336
15	 29	 17	 0893	0406	 0336
15	 29	 17	 0969	0407	 0335
15	 29	 18	 0026	0409	 0335
15	 29	 18	 0098	0410	 0335
15	 29	 18	 0173	0411	 0335
15	 29	 18	 0234	0413	 0334
15	 29	 18	 0289	0414	 0334
15	 29	 18	 0342	0414	 0334
15	 29	 18	 0410	0415	 0333
15	 29	 18	 0484	0417	 0333
15	 29	 18	 0540	0418	 0332
15	 29	 18	 0591	0419	 0332
15	 29	 18	 0657	0420	 0332
15	 29	 18	 0703	0420	 0332
15	 29	 18	 0769	0421	 0332
15	 29	 18	 0844	0422	 0331
15	 29	 18	 0902	0423	 0330
15	 29	 18	 0969	0424	 0329
15	 29	 19	 0023	0425	 0329
15	 29	 19	 0078	0426	 0328
15	 29	 19	 0133	0427	 0328
15	 29	 19	 0202	0428	 0328
15	 29	 19	 0268	0429	 0327
15	 29	 19	 0313	0430	 0327
15	 29	 19	 0376	0430	 0327
15	 29	 19	 0435	0431	 0326
15	 29	 19	 0501	0431	 0325
15	 29	 19	 0565	0432	 0324
15	 29	 19	 0618	0434	 0323
15	 29	 19	 0673	0435	 0323
15	 29	 19	 0733	0435	 0323
15	 29	 19	 0788	0436	 0322
15	 29	 19	 0843	0437	 0321
15	 29	 19	 0901	0438	 0321
15	 29	 19	 0969	0438	 0320
15	 29	 20	 0023	0439	 0319
15	 29	 20	 0087	0440	 0318
15	 29	 20	 0142	0440	 0317
15	 29	 20	 0205	0441	 0317
15	 29	 20	 0281	0442	 0316
15	 29	 20	 0326	0443	 0315
15	 29	 20	 0409	0443	 0315
15	 29	 20	 0462	0444	 0314
15	 29	 20	 0516	0445	 0313
15	 29	 20	 0592	0445	 0312
15	 29	 20	 0653	0446	 0310
15	 29	 20	 0717	0446	 0310
15	 29	 20	 0798	0447	 0309
15	 29	 20	 0862	0448	 0307
15	 29	 20	 0938	0449	 0306
15	 29	 20	 0982	0449	 0306
15	 29	 21	 0050	0450	 0305
15	 29	 21	 0125	0450	 0304
15	 29	 21	 0194	0451	 0302
15	 29	 21	 0248	0451	 0302
15	 29	 21	 0316	0451	 0301
15	 29	 21	 0472	0453	 0298
15	 29	 21	 0596	0350	 0168
15	 29	 21	 0672	0350	 0168
15	 29	 21	 0727	0458	 0282
15	 29	 21	 0781	0459	 0281
15	 29	 21	 0838	0459	 0280
15	 29	 21	 0883	0459	 0279
15	 29	 21	 0939	0460	 0277
15	 29	 21	 0992	0460	 0277
15	 29	 22	 0046	0460	 0276
15	 29	 22	 0101	0457	 0287
15	 29	 22	 0251	0461	 0272
15	 29	 22	 0311	0461	 0271
15	 29	 22	 0378	0458	 0281
15	 29	 22	 0420	0459	 0280
15	 29	 22	 0487	0459	 0279
15	 29	 22	 0563	0460	 0277
15	 29	 22	 0626	0460	 0276
15	 29	 22	 0703	0461	 0275
15	 29	 22	 0758	0461	 0274
15	 29	 22	 0811	0461	 0272
15	 29	 22	 0877	0461	 0272
$$END TRACK
$NEW TRACK
HR	 MIN	 SEC	 MSEC	 X(px)	 Y(px)
15	 29	 12	 0689	0446	 0285
15	 29	 12	 0765	0449	 0282
15	 29	 12	 0821	0449	 0281
15	 29	 12	 0891	0450	 0279
15	 29	 12	 0955	0451	 0277
15	 29	 13	 0031	0451	 0277
15	 29	 13	 0086	0449	 0277
15	 29	 13	 0141	0450	 0275
15	 29	 13	 0199	0450	 0274
15	 29	 13	 0265	0450	 0272
15	 29	 13	 0319	0451	 0270
15	 29	 13	 0373	0452	 0267
15	 29	 13	 0439	0452	 0267
15	 29	 13	 0515	0453	 0264
15	 29	 13	 0570	0453	 0262
15	 29	 13	 0634	0453	 0260
15	 29	 13	 0686	0453	 0259
15	 29	 13	 0751	0453	 0255
15	 29	 13	 0831	0453	 0254
15	 29	 13	 0900	0453	 0252
15	 29	 13	 0953	0452	 0250
15	 29	 14	 0033	0453	 0247
15	 29	 14	 0093	0453	 0245
15	 29	 14	 0139	0453	 0244
15	 29	 14	 0206	0453	 0243
15	 29	 14	 0280	0451	 0240
15	 29	 14	 0336	0450	 0238
15	 29	 14	 0391	0450	 0237
15	 29	 14	 0456	0450	 0234
15	 29	 14	 0532	0449	 0232
15	 29	 14	 0587	0449	 0230
15	 29	 14	 0641	0448	 0228
15	 29	 14	 0697	0448	 0227
15	 29	 14	 0750	0447	 0225
15	 29	 14	 0829	0445	 0224
15	 29	 14	 0883	0444	 0221
15	 29	 14	 0939	0443	 0219
15	 29	 15	 0015	0442	 0218
15	 29	 15	 0070	0441	 0215
15	 29	 15	 0133	0440	 0214
15	 29	 15	 0197	0439	 0212
15	 29	 15	 0268	0438	 0211
15	 29	 15	 0424	0360	 0337
15	 29	 15	 0502	0361	 0337
15	 29	 15	 0546	0362	 0337
15	 29	 15	 0611	0363	 0337
15	 29	 15	 0653	0365	 0337
15	 29	 15	 0719	0366	 0338
15	 29	 15	 0791	0367	 0339
15	 29	 15	 0860	0369	 0339
15	 29	 15	 0927	0370	 0339
15	 29	 16	 0002	0371	 0339
15	 29	 16	 0055	0372	 0338
15	 29	 16	 0128	0373	 0338
15	 29	 16	 0204	0375	 0338
15	 29	 16	 0313	0378	 0339
15	 29	 16	 0391	0379	 0340
15	 29	 16	 0469	0380	 0340
15	 29	 16	 0525	0381	 0340
15	 29	 16	 0595	0382	 0339
15	 29	 16	 0647	0383	 0339
15	 29	 16	 0711	0384	 0339
15	 29	 16	 0764	0385	 0339
15	 29	 16	 0830	0387	 0339
15	 29	 16	 0873	0388	 0339
15	 29	 16	 0922	0389	 0339
15	 29	 16	 0979	0390	 0340
15	 29	 17	 0034	0391	 0339
15	 29	 17	 0086	0392	 0339
15	 29	 17	 0156	0393	 0338
15	 29	 17	 0211	0394	 0338
15	 29	 17	 0266	0395	 0338
15	 29	 17	 0332	0396	 0338
15	 29	 17	 0408	0398	 0338
15	 29	 17	 0464	0399	 0338
15	 29	 17	 0534	0400	 0338
15	 29	 17	 0576	0401	 0338
15	 29	 17	 0642	0402	 0337
15	 29	 17	 0705	0403	 0337
15	 29	 17	 0760	0404	 0336
15	 29	 17	 0830	0404	 0336
15	 29	 17	 0893	0406	 0336
15	 29	 17	 0969	0407	 0335
15	 29	 18	 0026	0409	 0335
15	 29	 18	 0098	0410	 0335
15	 29	 18	 0173	0411	 0335
15	 29	 18	 0234	0413	 0334
15	 29	 18	 0289	0414	 0334
15	 29	 18	 0342	0414	 0334
15	 29	 18	 0410	0415	 0333
15	 29	 18	 0484	0417	 0333
15	 29	 18	 0540	0418	 0332
15	 29	 18	 0591	0419	 0332
15	 29	 18	 0657	0420	 0332
15	 29	 18	 0703	0420	 0332
15	 29	 18	 0769	0421	 0332
15	 29	 18	 0844	0422	 0331
15	 29	 18	 0902	0423	 0330
15	 29	 18	 0969	0424	 0329
15	 29	 19	 0023	0425	 0329
15	 29	 19	 0078	0426	 0328
15	 29	 19	 0133	0427	 0328
15	 29	 19	 0202	0428	 0328
15	 29	 19	 0268	0429	 0327
15	 29	 19	 0313	0430	 0327
15	 29	 19	 0376	0430	 0327
